"study","auc","error_rate","accuracy","kappa","mtry","group","seed"
"validation",0.797979797979798,0.347918149492287,0.6,0.120879120879121,16,"subtype",990
"validation",0.823232323232323,0.315731650054667,0.65,0.239130434782609,22,"subtype",991
"validation",0.818181818181818,0.343640662923563,0.55,0.0217391304347826,43,"subtype",992
"validation",0.848484848484848,0.327976672183015,0.55,0,14,"subtype",993
"validation",0.808080808080808,0.337758429519611,0.55,0,11,"subtype",994
"validation",0.898989898989899,0.336141056010512,0.6,0.120879120879121,37,"subtype",995
"validation",0.818181818181818,0.342757635184091,0.6,0.120879120879121,13,"subtype",996
"validation",0.792929292929293,0.332999625417735,0.55,0.0217391304347826,46,"subtype",997
"validation",0.808080808080808,0.357125022612205,0.55,0,18,"subtype",998
"validation",0.818181818181818,0.333104144883036,0.6,0.139784946236559,33,"subtype",999
"validation",0.838383838383838,0.338859626563511,0.6,0.120879120879121,20,"subtype",1000
"validation",0.808080808080808,0.346637836873806,0.55,0,17,"subtype",1001
"validation",0.762626262626263,0.329067977333676,0.55,0,35,"subtype",1002
"validation",0.838383838383838,0.351453842229819,0.65,0.239130434782609,24,"subtype",1003
"validation",0.828282828282828,0.343612738026936,0.55,0,17,"subtype",1004
"validation",0.823232323232323,0.327214629122565,0.6,0.120879120879121,23,"subtype",1005
"validation",0.848484848484849,0.327925313289842,0.6,0.120879120879121,57,"subtype",1006
"validation",0.828282828282828,0.340707771780202,0.65,0.239130434782609,18,"subtype",1007
"validation",0.878787878787879,0.347464370179087,0.55,0,11,"subtype",1008
"validation",0.858585858585859,0.347979779534294,0.6,0.120879120879121,37,"subtype",1009
"validation",0.843434343434343,0.323923280933004,0.6,0.120879120879121,138,"subtype",1010
"validation",0.898989898989899,0.343722716747184,0.6,0.120879120879121,18,"subtype",1011
"validation",0.838383838383838,0.331031518237515,0.55,0,46,"subtype",1012
"validation",0.863636363636364,0.337813678850466,0.65,0.239130434782609,40,"subtype",1013
"validation",0.873737373737374,0.341528938711336,0.6,0.120879120879121,33,"subtype",1014
"validation",0.898989898989899,0.328727351244435,0.55,0.0217391304347826,35,"subtype",1015
"validation",0.823232323232323,0.334469548077866,0.6,0.120879120879121,18,"subtype",1016
"validation",0.803030303030303,0.333518273644184,0.65,0.239130434782609,32,"subtype",1017
"validation",0.868686868686869,0.341688923742833,0.6,0.120879120879121,15,"subtype",1018
"validation",0.787878787878788,0.35702244819387,0.6,0.120879120879121,12,"subtype",1019
"validation",0.828282828282828,0.339358433365156,0.6,0.120879120879121,19,"subtype",1020
"validation",0.818181818181818,0.346345231762045,0.6,0.120879120879121,16,"subtype",1021
"validation",0.792929292929293,0.330154787695346,0.65,0.239130434782609,28,"subtype",1022
"validation",0.747474747474748,0.347624768196618,0.6,0.120879120879121,24,"subtype",1023
"validation",0.858585858585859,0.348969402101207,0.6,0.120879120879121,57,"subtype",1024
"validation",0.848484848484848,0.326662076531343,0.6,0.120879120879121,28,"subtype",1025
"validation",0.838383838383838,0.339321832994949,0.6,0.120879120879121,26,"subtype",1026
"validation",0.818181818181818,0.334635662511549,0.6,0.120879120879121,77,"subtype",1027
"validation",0.818181818181818,0.35688739632756,0.6,0.120879120879121,15,"subtype",1028
"validation",0.828282828282828,0.3340588202591,0.6,0.120879120879121,28,"subtype",1029
"validation",0.808080808080808,0.339062339419069,0.55,0,42,"subtype",1030
"validation",0.904040404040404,0.348677130147495,0.55,0,11,"subtype",1031
"validation",0.777777777777778,0.339778277705799,0.6,0.120879120879121,20,"subtype",1032
"validation",0.787878787878788,0.33262138028938,0.6,0.120879120879121,30,"subtype",1033
"validation",0.808080808080808,0.357853373244811,0.55,0,8,"subtype",1034
"validation",0.803030303030303,0.344320420692381,0.55,0,17,"subtype",1035
"validation",0.843434343434343,0.321804875989949,0.6,0.120879120879121,21,"subtype",1036
"validation",0.737373737373737,0.337715206602983,0.6,0.120879120879121,15,"subtype",1037
"validation",0.777777777777778,0.345292187657401,0.6,0.120879120879121,11,"subtype",1038
"validation",0.787878787878788,0.33279437502927,0.55,0,22,"subtype",1039
"validation",0.868686868686869,0.316757977735001,0.6,0.120879120879121,31,"subtype",1040
"validation",0.797979797979798,0.332259522684601,0.55,0,53,"subtype",1041
"validation",0.818181818181818,0.338467154108692,0.55,0.0217391304347826,24,"subtype",1042
"validation",0.838383838383838,0.344329462694298,0.6,0.120879120879121,25,"subtype",1043
"validation",0.828282828282828,0.327904776335528,0.6,0.120879120879121,25,"subtype",1044
"validation",0.883838383838384,0.3443970578501,0.6,0.120879120879121,23,"subtype",1045
"validation",0.823232323232323,0.3425588440316,0.55,0,13,"subtype",1046
"validation",0.787878787878788,0.319848353218373,0.6,0.120879120879121,37,"subtype",1047
"validation",0.919191919191919,0.335701941734096,0.6,0.120879120879121,32,"subtype",1048
"validation",0.823232323232323,0.332778715707403,0.55,0,22,"subtype",1049
"validation",0.868686868686869,0.314687835429875,0.6,0.120879120879121,31,"subtype",1050
"validation",0.737373737373737,0.349627749977549,0.6,0.120879120879121,8,"subtype_species",951
"validation",0.782828282828283,0.324622320773575,0.6,0.120879120879121,24,"subtype_species",952
"validation",0.818181818181818,0.349669873048849,0.6,0.120879120879121,15,"subtype_species",953
"validation",0.792929292929293,0.338217112029865,0.55,0,11,"subtype_species",954
"validation",0.797979797979798,0.40104593680943,0.55,0,5,"subtype_species",955
"validation",0.828282828282828,0.317997160369705,0.6,0.120879120879121,38,"subtype_species",956
"validation",0.772727272727273,0.343206051763005,0.6,0.120879120879121,18,"subtype_species",957
"validation",0.752525252525252,0.341779454579479,0.55,0,17,"subtype_species",958
"validation",0.868686868686869,0.353659762301185,0.6,0.120879120879121,9,"subtype_species",959
"validation",0.818181818181818,0.313915788868411,0.6,0.120879120879121,64,"subtype_species",960
"validation",0.797979797979798,0.330517233894232,0.6,0.120879120879121,42,"subtype_species",961
"validation",0.888888888888889,0.335268518838474,0.6,0.120879120879121,28,"subtype_species",962
"validation",0.808080808080808,0.343590968973879,0.6,0.120879120879121,14,"subtype_species",963
"validation",0.777777777777778,0.333035593940193,0.6,0.120879120879121,27,"subtype_species",964
"validation",0.863636363636364,0.33162745968676,0.55,0,32,"subtype_species",965
"validation",0.838383838383838,0.326394514428925,0.6,0.120879120879121,25,"subtype_species",966
"validation",0.797979797979798,0.330557913292867,0.6,0.120879120879121,19,"subtype_species",967
"validation",0.818181818181818,0.339233545307588,0.55,0.0217391304347826,21,"subtype_species",968
"validation",0.878787878787879,0.34592910601865,0.6,0.120879120879121,37,"subtype_species",969
"validation",0.818181818181818,0.343693902342276,0.6,0.120879120879121,16,"subtype_species",970
"validation",0.696969696969697,0.317567333886654,0.6,0.120879120879121,29,"subtype_species",971
"validation",0.858585858585859,0.317516418189456,0.6,0.120879120879121,36,"subtype_species",972
"validation",0.787878787878788,0.335689678344343,0.6,0.120879120879121,15,"subtype_species",973
"validation",0.858585858585859,0.341077795168908,0.6,0.120879120879121,33,"subtype_species",974
"validation",0.797979797979798,0.325275586781721,0.6,0.120879120879121,21,"subtype_species",975
"validation",0.792929292929293,0.377561361985734,0.55,0,8,"subtype_species",976
"validation",0.813131313131313,0.331794608961123,0.55,0,30,"subtype_species",977
"validation",0.868686868686869,0.325741508954589,0.6,0.120879120879121,16,"subtype_species",978
"validation",0.797979797979798,0.353620409987754,0.55,0,10,"subtype_species",979
"validation",0.737373737373737,0.332825117094414,0.6,0.120879120879121,30,"subtype_species",980
"validation",0.782828282828283,0.349685596376426,0.6,0.120879120879121,9,"subtype_species",981
"validation",0.813131313131313,0.337135246150073,0.6,0.120879120879121,15,"subtype_species",982
"validation",0.737373737373737,0.358939261850942,0.55,0,10,"subtype_species",983
"validation",0.833333333333333,0.334399541449863,0.6,0.120879120879121,26,"subtype_species",984
"validation",0.818181818181818,0.343588427748805,0.6,0.120879120879121,14,"subtype_species",985
"validation",0.767676767676768,0.349235755691415,0.6,0.120879120879121,11,"subtype_species",986
"validation",0.797979797979798,0.347052761907071,0.55,0,11,"subtype_species",987
"validation",0.737373737373737,0.365157289528392,0.55,0,11,"subtype_species",988
"validation",0.843434343434343,0.338936301937012,0.6,0.120879120879121,18,"subtype_species",989
"validation",0.838383838383838,0.327147565278907,0.6,0.120879120879121,30,"subtype_species",990
"validation",0.772727272727273,0.336198653524329,0.6,0.120879120879121,16,"subtype_species",991
"validation",0.762626262626263,0.3535195090535,0.6,0.120879120879121,7,"subtype_species",992
"validation",0.893939393939394,0.310517963578616,0.6,0.120879120879121,64,"subtype_species",993
"validation",0.727272727272727,0.350121927290196,0.6,0.120879120879121,11,"subtype_species",994
"validation",0.828282828282828,0.38668321152111,0.55,0,6,"subtype_species",995
"validation",0.787878787878788,0.357124139599288,0.55,0,8,"subtype_species",996
"validation",0.767676767676768,0.344007817629963,0.55,0,12,"subtype_species",997
"validation",0.777777777777778,0.356523415282886,0.6,0.120879120879121,13,"subtype_species",998
"validation",0.838383838383838,0.330763592078082,0.6,0.120879120879121,20,"subtype_species",999
"validation",0.787878787878788,0.358252090874047,0.55,0,9,"subtype_species",1000
"validation",0.787878787878788,0.315450556441132,0.55,0.0217391304347826,27,"subtype_species",1001
"validation",0.858585858585859,0.347144323745082,0.6,0.120879120879121,14,"subtype_species",1002
"validation",0.808080808080808,0.34820673043322,0.6,0.120879120879121,24,"subtype_species",1003
"validation",0.863636363636364,0.33526986579374,0.6,0.120879120879121,61,"subtype_species",1004
"validation",0.818181818181818,0.331903050105323,0.55,0,31,"subtype_species",1005
"validation",0.838383838383838,0.318448541961324,0.6,0.120879120879121,87,"subtype_species",1006
"validation",0.909090909090909,0.324402023892953,0.6,0.120879120879121,77,"subtype_species",1007
"validation",0.909090909090909,0.338479470081188,0.6,0.120879120879121,29,"subtype_species",1008
"validation",0.868686868686869,0.329305077328552,0.55,0,61,"subtype_species",1009
"validation",0.757575757575758,0.334163458599866,0.6,0.120879120879121,16,"subtype_species",1010
"validation",0.848484848484848,0.329249657845823,0.6,0.120879120879121,16,"subtype_species",1011
"validation",0.848484848484849,0.313955065706235,0.6,0.120879120879121,26,"subtype_species",1012
"validation",0.818181818181818,0.337980468870022,0.6,0.120879120879121,17,"subtype_species",1013
"validation",0.868686868686869,0.345268644862416,0.6,0.120879120879121,21,"subtype_species",1014
"validation",0.787878787878788,0.333708763799668,0.6,0.120879120879121,18,"subtype_species",1015
"validation",0.797979797979798,0.347005923088264,0.55,0.0217391304347826,17,"subtype_species",1016
"validation",0.777777777777778,0.349453802169067,0.55,0,12,"subtype_species",1017
"validation",0.818181818181818,0.32672294712352,0.6,0.120879120879121,43,"subtype_species",1018
"validation",0.742424242424242,0.34742315767058,0.6,0.120879120879121,13,"subtype_species",1019
"validation",0.752525252525252,0.327937246320618,0.6,0.120879120879121,19,"subtype_species",1020
"validation",0.767676767676768,0.344817488914948,0.6,0.120879120879121,16,"subtype_species",1021
"validation",0.762626262626263,0.323618690951936,0.65,0.239130434782609,33,"subtype_species",1022
"validation",0.747474747474748,0.360733267904371,0.55,0,7,"subtype_species",1023
"validation",0.818181818181818,0.348578044673056,0.6,0.120879120879121,10,"subtype_species",1024
"validation",0.777777777777778,0.327821014728263,0.55,0.0217391304347826,36,"subtype_species",1025
"validation",0.858585858585859,0.314156989694015,0.6,0.120879120879121,75,"subtype_species",1026
"validation",0.808080808080808,0.33520302958305,0.6,0.120879120879121,34,"subtype_species",1027
"validation",0.747474747474748,0.332356689991276,0.6,0.120879120879121,29,"subtype_species",1028
"validation",0.732323232323232,0.364712067491899,0.6,0.120879120879121,8,"subtype_species",1029
"validation",0.787878787878788,0.335711298088234,0.6,0.120879120879121,23,"subtype_species",1030
"validation",0.823232323232323,0.362859436552443,0.55,0,11,"subtype_species",1031
"validation",0.732323232323232,0.311046689180626,0.6,0.120879120879121,26,"subtype_species",1032
"validation",0.792929292929293,0.350293710323243,0.55,0,9,"subtype_species",1033
"validation",0.792929292929293,0.335011213419213,0.6,0.120879120879121,36,"subtype_species",1034
"validation",0.767676767676768,0.350198490452855,0.6,0.120879120879121,15,"subtype_species",1035
"validation",0.808080808080808,0.33316434213702,0.6,0.120879120879121,10,"subtype_species",1036
"validation",0.752525252525252,0.335931660428409,0.6,0.120879120879121,13,"subtype_species",1037
"validation",0.787878787878788,0.318638707416101,0.6,0.120879120879121,19,"subtype_species",1038
"validation",0.787878787878788,0.305438286036239,0.55,0,61,"subtype_species",1039
"validation",0.883838383838384,0.338795862938558,0.6,0.120879120879121,18,"subtype_species",1040
"validation",0.828282828282828,0.332874446591627,0.6,0.120879120879121,15,"subtype_species",1041
"validation",0.787878787878788,0.339386523530902,0.6,0.120879120879121,14,"subtype_species",1042
"validation",0.828282828282828,0.332447712935947,0.6,0.120879120879121,17,"subtype_species",1043
"validation",0.671717171717172,0.35243573534759,0.6,0.120879120879121,9,"subtype_species",1044
"validation",0.833333333333333,0.330673265807313,0.55,0,15,"subtype_species",1045
"validation",0.828282828282828,0.320228457122617,0.6,0.120879120879121,144,"subtype_species",1046
"validation",0.777777777777778,0.337094748835615,0.6,0.120879120879121,10,"subtype_species",1047
"validation",0.873737373737374,0.335051772783679,0.6,0.120879120879121,12,"subtype_species",1048
"validation",0.858585858585859,0.337597401813841,0.6,0.120879120879121,30,"subtype_species",1049
"validation",0.888888888888889,0.335174888597477,0.6,0.120879120879121,16,"subtype_species",1050
