"subtype","SRR5405977","SRR5405976","SRR5405975","SRR5405974","SRR5405973","SRR5405972","SRR5405971","SRR5405958","SRR5405957","SRR5405911","SRR5405910","SRR5405909","SRR5405908","SRR5405907","SRR5405906","SRR5405905","SRR5405904","SRR5405903","SRR5405902","SRR5405891","SRR5405890","SRR5405889","SRR5405888","SRR5405887","SRR5405886","SRR5405885","SRR5405884","SRR5405883","SRR5405882","SRR5405881","SRR5405880","SRR5405879","SRR5405864","SRR5405862","SRR5405861","SRR5405860","SRR5405859","SRR5405858","SRR5405857","SRR5405856","SRR5405855","SRR5405854","SRR5405853","SRR5405852","SRR5405851","SRR5405850","SRR5405849","SRR5405848","SRR5405847","SRR5405846","SRR5405677","SRR5405676","SRR5405675","SRR5405673","SRR5405672","SRR5405671","SRR13622688","SRR13622687","SRR13622633","SRR13622632","SRR13622618","SRR13622617","SRR13622616","SRR13622614","SRR13622613","SRR13622580","SRR13622579","SRR13622578","SRR13622577","SRR13622576","SRR13622566","SRR13622565","ERR4407044","ERR4407045","ERR4407046","ERR4407047","ERR4407048","ERR4407049","ERR4407050","ERR4407053","ERR4407054","ERR4407055","ERR4407056","ERR4407057","ERR4407175","ERR4407176","ERR4407177","ERR4407072","ERR4407073","ERR4407074","ERR4407075","ERR4407076","ERR4407077","ERR4407078","ERR4407182","ERR4407183","ERR4407184","ERR4407185","ERR4407186","ERR4407112","ERR4407130","ERR4407131","ERR4407132","ERR4407133","ERR4407134","ERR4407135","ERR4407136","ERR4407164","ERR4407165","ERR4407166","ERR4407167","ERR4407168","ERR4407169","ERR4407170","ERR4407171","ERR4407142","ERR4407143","ERR4407144","ERR4407145","ERR4407146","ERR4407147","ERR4407148","ERR4407149","ERR4407150","ERR4407151","ERR4407152","ERR4407153","ERR4407154","ERR4407210","ERR4407211","ERR4407212","ERR4407213","ERR4407214","ERR4407215","ERR4407216","ERR4407217","ERR4407218","ERR4407155","ERR4407156","ERR4407157","ERR4407158","ERR4407159","ERR4407160","ERR4407161","ERR4407162","ERR4407163","ERR4407201","ERR4407202","ERR4407203","ERR4407204","ERR4407205","ERR4407206","ERR4407207","ERR4407208","SRR5963386","SRR5963162","SRR5963163","SRR5963164","SRR5963165","SRR5963168","SRR5963169","SRR5963170","SRR5963171","SRR5963172","SRR5963173","SRR5963392","SRR5963190","SRR5963205","SRR5963206","SRR5963217","SRR5963218","SRR5963219","SRR5963220","SRR5963428","SRR5963433","SRR5963358","SRR5963359","SRR5963360","SRR1779106","SRR1779107","SRR1779108","SRR1779115","SRR1779116","SRR1779117","SRR1779118","SRR1779119","SRR1779146","SRR1779147","SRR1779148","SRR1779149","SRR1779150","SRR1779151","SRR1779152","SRR6257469","SRR6257497","SRR6257498","SRR6257398","SRR6257399","SRR6257392","SRR6257393","SRR6257394","SRR6257395","SRR6257400","SRR6257401","SRR6257413","SRR6257412","SRR6257415","SRR6257430","SRR6257429","SRR6257428","SRR6257488","SRR6257479","SRR6257480","SRR6257403","SRR6257402","SRR6257405","SRR6257404","SRR6257407","SRR6257406","SRR6257409","SRR6257408","SRR6257411","SRR6257410","SRR6257374","SRR6257375","S_ID003_T1","S_ID040_T1","S_ID040_T2","S_ID020_T1","S_ID065_T2","SRR5406013","SRR5406011","SRR5406009","SRR5406008","SRR5406007","SRR5406006","SRR5406001","SRR5405998","SRR5405997","SRR5405995","SRR5405993","SRR5405988","SRR5405987","SRR5405986","SRR5405985","SRR5405983","SRR5405966","SRR5405965","SRR5405964","SRR5405962","SRR5405959","SRR5405951","SRR5405939","SRR5405938","SRR5405937","SRR5405936","SRR5405934","SRR5405933","SRR5405932","SRR5405931","SRR5405926","SRR5405901","SRR5405899","SRR5405898","SRR5405896","SRR5405878","SRR5405869","SRR5405865","SRR5405842","SRR5405839","SRR5405837","SRR5405835","SRR5405830","SRR5405826","SRR5405823","SRR5405821","SRR5405819","SRR5405814","SRR5405803","SRR5405800","SRR5405798","SRR5405796","SRR5405792","SRR5405791","SRR5405771","SRR5405769","SRR5405764","SRR5405762","SRR5405758","SRR5405756","SRR5405752","SRR5405737","SRR5405734","SRR5405730","SRR5405729","SRR5405726","SRR5405724","SRR5405722","SRR5405719","SRR5405717","SRR5405716","SRR5405711","SRR5405708","SRR5405705","SRR5405702","SRR5405699","SRR5405697","SRR5405695","SRR5405693","SRR5405691","SRR5405690","SRR5405688","SRR5405683","SRR5405629","SRR5405624","SRR5405621","SRR5405618","SRR5405615","SRR5405612","SRR13622560","SRR13622812","SRR13622656","SRR13622654","SRR13622600","SRR13622599","ERR4406597","ERR4406598","ERR4406599","ERR4406600","ERR4406602","ERR4406603","ERR4406607","ERR4406608","ERR4406609","ERR4406610","ERR4406612","ERR4406613","ERR4406620","ERR4406621","ERR4406623","ERR4406624","ERR4406627","ERR4406629","ERR4406631","ERR4406632","ERR4406681","ERR4406682","ERR4406683","ERR4406690","ERR4406691","ERR4406692","ERR4406699","ERR4406701","ERR4406711","ERR4406712","ERR4406713","ERR4406715","ERR4406716","ERR4406717","ERR4406718","ERR4406719","ERR4406720","ERR4406721","ERR4406722","ERR4406754","ERR4406755","ERR4406756","ERR4406757","ERR4406758","ERR4406783","ERR4406784","ERR4406785","ERR4406791","ERR4406808","ERR4406831","ERR4406833","ERR4406835","ERR4406839","ERR4406840","ERR4406841","ERR4406842","ERR4406843","ERR4406844","ERR4406845","ERR4406846","ERR4406847","ERR4406949","ERR4406950","ERR4406951","ERR4406952","ERR4406954","ERR4406934","ERR4406939","ERR4406947","ERR4406963","ERR4406965","ERR4406966","ERR4406855","ERR4406860","ERR4406861","ERR4406862","ERR4406863","ERR4406869","ERR4406870","ERR4406871","ERR4406872","ERR4406875","ERR4406977","ERR4406979","ERR4406983","ERR4406988","ERR4406990","ERR4406991","ERR4406992","ERR4406993","ERR4407003","ERR4407004","ERR4407005","ERR4407007","ERR4406880","ERR4406881","ERR4406883","ERR4407015","ERR4407016","ERR4407017","ERR4407018","ERR4407020","ERR4407021","ERR4407030","ERR4407032","ERR4407033","ERR4407034","ERR4407035","ERR4407036","ERR4406900","ERR4406901","ERR4406902","ERR4406903","ERR4406904","ERR4406905","ERR4406906","ERR4406916","ERR4406922","SRR5963379","SRR5963133","SRR5963382","SRR5963384","SRR5963153","SRR5963154","SRR5963155","SRR5963156","SRR5963385","SRR5963158","SRR5963174","SRR5963175","SRR5963176","SRR5963199","SRR5963200","SRR5963396","SRR5963212","SRR5963213","SRR5963214","SRR5963398","SRR5963225","SRR5963226","SRR5963399","SRR5963229","SRR5963230","SRR5963231","SRR5963400","SRR5963235","SRR5963236","SRR5963237","SRR5963370","SRR5963401","SRR5963239","SRR5963405","SRR5963253","SRR5963254","SRR5963406","SRR5963407","SRR5963259","SRR5963260","SRR5963408","SRR5963263","SRR5963264","SRR5963414","SRR5963415","SRR5963290","SRR5963421","SRR5963424","SRR5963425","SRR5963429","SRR5963341","SRR5963434","SRR5963364","SRR1779104","SRR1779105","SRR1779129","SRR1779131","SRR1779139","SRR6257386","SRR6257388","SRR6257385","SRR6257390","SRR6257444","SRR6257476","SRR6257438","SRR6257453","SRR6257504","SRR6257501","SRR6257508","SRR6257507","SRR6257482","SRR6257483","S_ID002_T1","S_ID018_T1","S_ID021_T1","S_ID036_T1","S_ID037_T1","S_ID039_T2","S_ID047_T1","S_ID051_T1","S_ID057_T2","S_ID060_T1","S_ID066_T2","S_ID067_T2","S_ID077_T1","S_ID078_T1","S_ID084_T2","S_ID085_T1","S_ID086_T1","S_ID096_T2"
"subtype_aminoglycoside__AAC(2')-Ic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141703453777292,0,0,0.000235352406639763,0
"subtype_aminoglycoside__AAC(3)-IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605804285709322,0,0,0,0,0.0206746723457544,0,0.000118616033701101,0
"subtype_aminoglycoside__AAC(6')-Ie-APH(2'')-Ia",0.00683226472124778,0.00537944260419241,0.00238057398937819,0.0019856876028838,0.000162477035562385,4.09286545041302e-05,2.32293661734326e-05,0.000271463887116584,0.00250441341989299,0.00353496020506734,0.00109176558725966,9.61857096643763e-05,0.00015207477778858,0,7.31042344726547e-05,0,4.49433371127524e-05,1.96380106932352e-05,0,7.12686302242983e-05,0.000642004886732622,0.0188211150184136,0.0283238311606077,0.00574259994766517,0.0253308963542265,0.001738503878583,0.0153185591925845,0.000100102970988468,6.57421974253482e-05,0.000212399827844075,0.0023752491941739,0.000562310274879262,0,0.107100003190363,0.0734027057199155,0.00777457564910652,0.0268547382911968,0.0156664061812329,0.0326273273005515,0.0142214519902406,0.00755941512675999,0.00670715532920194,0.00583000251082718,0.0119084430565477,0.0160090233338607,0.00684782185068377,0.00180604328677604,0.0585045116527936,0.0642057668517976,0.307161436025295,0.00350082429576582,0,0.0650007665298795,0.042781471881736,0.00311223455590327,0.00184460397908746,0,0,0,0,0.0291502523528404,0.00775430050012907,0.00442898805391706,6.98610675722178e-05,0,0.0312034112921248,0,0,1.75140176927344e-05,0,0,3.40822418684109e-05,0.127109353136973,0.0157111366183705,0.0373216713541523,0.0408710927340423,0.0609158540647603,0.000168011205924747,0,0.0930049223947974,0.0261625034907188,0.0184754278042643,0.0186731418335707,0.000461844851010766,0.0130574873087565,0.00113397202288786,0.000615159117676305,0.172331616835968,0.0429768058661439,0.00144829603508421,3.01404685406566e-05,4.88218263047169e-06,0.0137758099809078,0.00266803665215647,0,0.000780075020183758,0.000444185747003053,2.82529681656363e-05,0.00478491651152536,0.000147393803833944,0.00157905257890389,0.00110084336276553,0.000344942946425995,0.00251468932038635,0.0030412074911123,0.0434160469019213,0,0.0965178756802496,0.0106264165417411,0.0346482093502898,0.000184193366788341,0.000430471007651435,0.00272013863382311,0.000341697178833112,7.28808264856528e-05,0,0.000122864424596236,0.00020303594029715,0.000573382706095528,0.000238177806777055,2.86741840567275e-05,2.37105247464372e-05,0,0,0,0,0,6.22761373747048e-05,0.0784307899438769,0.0196183522226723,0.0444053676064545,0,0,8.89220931428407e-05,0,0.000600626935857896,0.00295089517915591,0.00113358423727765,9.27129871871724e-05,0.000257826122698571,1.14094043745847e-05,0,0,0,0,0,0.0518416463122313,0.0239493818288591,0.0310476208730103,0.0780083945869459,0.00562452051772562,0.0651458331502011,0.0356677270658849,0.000179828084584037,0.000276944451501906,0,0,0,1.34705018329763e-05,4.18782840684333e-05,7.02321271395025e-05,0.00469414515826609,0,0.0163272625314418,0,0.0091571660831488,3.24350674143953e-05,0.000737797586301913,9.67401148107519e-05,0.000825015855381642,0.00754211384313574,0.00138072468120934,0.00125042160975775,0.00190148421980142,8.47971097958055e-05,0,0,3.58398136707005e-05,0.082454233726849,0.0678466515054872,0.473575100937371,0.000844689551095759,0,0.000555879892634833,0.000501595316866153,0.00471084456405974,0,0.000295160298152538,0.00449344227441481,0.00108780563820956,0.00507091611759535,0.000491641111793858,0.00117467366176605,2.76233931902805e-05,0,0,0.12911777513468,0.00869199596294521,0.00225024424170013,0,3.12162897992507e-05,0,0.00135805151038919,0,0,0,0,0.121568037687765,0.0440507110389732,0.0374357159952995,0.000778355337221846,0.00834790601098866,1.73848514725803e-05,0.00194543872424354,0.00314927243046024,0.000503575787510219,0.000127772655361268,0.000508955211348493,0.000415433886405249,0.00099222732593867,1.50077459564174e-05,3.42911441468917e-05,0,0,0.000545107439952976,0,0.107919106347007,0.0560009979484719,0,0.0108224944856043,4.77188283844047e-06,0.00184783136313032,0.000118185552832042,0,1.77623918360933e-05,0,8.44279478148158e-05,0.0024267431203895,0.000727753625537679,0,0.000547851533338105,0.00754430354959098,0.00582890985223762,0.00621601697756835,0.000677249968793048,0.000311980521417459,0,0,0,1.63910915838547e-05,0.000220148593822917,6.31921742232409e-05,0.000618643379546909,0.000762301709330496,0.000342926854534403,0.00103263872216305,0.000530367576946362,0.000611336064322796,0.000218771716447271,0,0.00641540445876764,0.144171885746296,0.0156198282799629,0.0176492742401669,2.62364172006691e-05,0.0229675163448511,0.0238459842575622,0.000305936687486649,0.0258693090463316,0.0689514460694193,0.430472969306757,0.414247996237254,0.199573303165317,0.0137202749793947,0.00388167368756585,0.00312026681402865,0.000809319830804132,0.000443648215241553,7.21850217289487e-06,0.00035744872802926,0.00134863972544406,0.000169861324205521,2.91928705743352e-05,0.000104632837388291,0.0142801196623024,0.00198542148939864,0.00801234844312463,0.00197975600778888,0.00252338958441809,0.00361096721603494,0.00274813759047825,0,0,0.000118130694902744,0,0,0,0,0,0,0.00471447687066277,0.00325396462965168,0.00380485721625196,0.00115417467524906,0.00418912550898605,0,0,0,0.0214470115380241,0.000314283391517583,0.000202906222528359,5.79906974446178e-05,0,0.000789596786719887,3.44361802914456e-05,0,0,0,6.82014688417605e-05,9.71920506178269e-05,0.00925100507447052,0.0122658314216591,0.0160866482292845,0,0,0.000334971821846654,0.000495205019311483,0.00110967520570931,0.00025569567959995,1.84757126691291e-05,0,3.14955252384964e-05,0.00342063248867051,0,7.3583397922676e-05,9.55808144165447e-05,5.94461867405076e-05,9.33347389420009e-05,1.55943815782705e-05,0,0,0.0164633247160431,0.0714378517519626,0.000258591760979957,4.39403389380013e-05,1.2090841625523e-05,0,0.000376955542541017,0.0168466727427108,0.0163917150575872,0.0511701948714842,0.0523526736169036,0.000877532292301065,0.000300974632404792,6.61646580347493e-05,6.89052975690242e-06,0,9.00791080029024e-06,0.00034144882492975,0.000122123510841506,0.000677139803560147,0.000366437667740762,0.000180935089295994,0.000839179343781278,0,1.68366947950192e-05,0.000515565892621566,0,0.00122634740592719,0.00517676816032231,0.000198759003874279,0.000539974845217706,0.000360726851986811,0.0209335985515818,0.000149351985291418,0.0911049744459233,0.0163185525581768,0.0824448028095113,0.00375955550902683,0.000746863875817432,0.000151499834251813,0.00490671333150694,0.0243419495766911,0.0553260612874554,0.0523988236441449,0.00257775882832551,0.00370349979776102,2.85583330232769e-05,0.00108382089489498,3.48896302799303e-05,0.00138921578687166,0.0404118342208151,0.00551151107327705,0.000514692035326703,0.0295932501445545,4.35831136394259e-05,0.000467611633859582,6.13933755426737e-05,0.00165262484175732,0,0.000212362998375914,1.51779321026765e-05,0.0662023576850773,0.0197163275674398,0.00396853288003649,0.00817897231043506,0,0.0948751002980825,0.0112959112676203,0.0462899172713222,0.123052821317032,0.0901002727483013,0.0170734028502162,0.00636880746111708,0.0166875958224292,0.00429544940832535,0.00207243385169467,0.00118195725419777,0.117983617143012,0.121521779979936,0.0221695086345107,0.00266511503712886,0.155638137934222,0.00213480069129777,0.00279972161726747,9.64216734192618e-05,0.0124203991423807,0.00300593541210478,0.083464719872627,0.0167087561175561,0.0222630955342928,6.52160535964664e-05,9.72865507814814e-05,0.000151371586424504,0.000428733399644672,0.00199132687733058,0.000848547800976812,0.000130459391042086,0.00436017073409526,0.00683489393025926,0,8.92994384763288e-06,0,0.000149824301015218,0.000271021009981428,0.0138206971438158,0.000164462353699013,6.77115468514224e-06,2.27943293605337e-06,0,0,0.00047436623133106,0.000455092085271321,0.00339393221471119,0.00307543331188199,0.00529346318806673,1.27854042733899e-05,9.29869702461914e-05,0.00523530351116353,0.00471579958644159,0.00757244587696547,0.00565028979717333,0.000147920768551267,6.76959776409115e-06,0.000581475611348638,0.00199893820952889,0.0164407165025303,8.40268976069225e-05,0.000159931349163857,0.0180710764749961,0.0366871296834626,0.0201906792187701,0.0116426962671817,0.0017095078725401,0.0146257234691602,0.0092155500761902,0.059022155395896,0.0670921471315172,0.0329171060981414,0.000204352634629022,0.0049381022138123,0.0429869879408424,8.17185878466333e-05,0.00978705885715422,0.043134475840559,2.52813164054754e-05,0.02875845743172,0.0182658689101688,0.0241993124751216,0.02886890818335,0.0024681477972133,0.000699656248712676,0,0,0.00460338840426561,0.00848868870694928,0,0.000242084961506358,0,0,0.000223892909871103,0.00472902798827356,0.0601105087581732,0.0322352944812345,0.0150268250128906,0.00415028377670453,0.00117420906961937,0.0236924287117814,0.00328531243377063,0.00101105742364726,0.00112012935236807,0.000167629229244214,0,0.000462438656253665,0,6.84793961092613e-05,0.00405023403514618,1.23656351703142e-05,0.0160978316489269,0.00230310960606452,0.0170118672409341,0.00742690939414256,0.000129914305885748,7.31430948963563e-05,0.0117225331944121,8.26427651177463e-05,5.60164604855901e-05,0.000961097051031703,0.0224256338284221,0,0.000381454343036724,0,0.144233463158217
"subtype_aminoglycoside__AAC(6')-Ii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381431192727047,0.00255496067767807,0.0289278497247093,0.00666619735128076,0,0.000482942350522098,0.00933301967277289,0.00394691733627049,0,0,0,0,0.000100804167569407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811149748566636,0.0633934364482207,0.0265742270343873,0.0364718585349691,0.00107847748312117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000460061515305064,0,0.0188169974655948,0,0.0989598134454762,0.0248662711175608,0.00237938708218194,0.0026830149197057,0,0,0.00938581759571822,0.00143202023077614,0.00789305779783418,0.00638701069485765,0.000439905608445019,0.000292232632848977,0.0151842010674725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120276661409274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204507274837626,0,0,0,0,0,0,0,0,0,0,0,7.34644142101044e-05,0,0.0235319696259276,0.0106412202550492,0,0.00181635555022873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131066996022022,0.000522507327979295,0.00662375785681202,0.0139303591954901,0.000446993542247129,0.00150276167114892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11229311412222e-05,0,0,0,0,0,3.69947119754525e-05,0,0.0599444200412251,0.0107653417731701,0.0018442320227152,0.0373787305898179,0.0586650080802828,0.000265265417146181,0.0122431489464603,0.00510537190113974,7.01901716885106e-05,2.80588428453654e-05,1.81593058843158e-05,0.137444499780907,0.0333440276064913,0.012101451986249,0.000811287290161344,0.0216058051161254,0.0100911732257206,0.000174053775797122,0.00131903364400853,0,0.00034075167690198,0.0937683205598085,0.0173975212601908,4.89934413732994e-05,0.000286880571942833,0.000148430424943438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63774944837271e-05,2.96691037791006e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.1381920641503e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141019327385315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609607118901494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120394094185509,0,0,0.00466171176861886,0.00465245279212734,0.00309975692888534,0.000317888342802489,0.000618270723694437,0.0541792407151482,0,0.0205208571825202,0,7.04243800264495e-06,0,0,0.0126185017462067,0,0,0.00380210031008114,0.00487497694670505,0,0.00552732472587712,0.000161009555822394,0,0,9.06489746786906e-05,0,0.0346560671474373
"subtype_aminoglycoside__AAC(6')-Im",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015113220943082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409550039620417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
